!amt_assignment_ids,!amt_worker_ids,!comment,!hypothesis,hypothesis,id,task,text,unit_id,value
1Z7ZYG985SBRYJY46G0ZFB06Q90WKXKZWVZ5TZZZ,A1Q4VUJBMY78YR,Well,No,"Demonstrators gave the right-wing senator a rude gesture.
",1319,MT,"The demonstrators were calling for a trial of the right-wing politician, and on seeing them, he gave them a rude gesture, and the police then had to stop four demonstrators who tried to chace the senator.",148733,FALSE
1Z7ZYG985SBRYJY46G0ZCWWZMHHHMYSJ4GZZ8XRZ,AK7YVYGMIF6T0,"",Yes,"Demonstrators gave the right-wing senator a rude gesture.
",1319,MT,"The demonstrators were calling for a trial of the right-wing politician, and on seeing them, he gave them a rude gesture, and the police then had to stop four demonstrators who tried to chace the senator.",148733,FALSE
1Z7ZYG985SBRYJY46G0ZJZCZKEZP0WC6QTW4PA6Z,A11GX90QFWDLMM,"",Yes,"Pope Shnouda III, asserted that the issues could be resolved peacefully without foreign interference, and that relations between the Christian and Moslem communities were good.
",1268,MT,"Pope Shnouda III, the Copts&apos; Patriarch, rejected this foreign interference in the affairs of the Copts of Egypt, stressing the solidarity between her Christians and Moslems by saying, &quot;We do not accept foreign interference in our internal affairs, which we are resolving quietly with officials in our country.&quot;",148743,TRUE
1Z7ZYG985SBRYJY46G0ZFB06Q90WKXKZWVZ5TZZZ,A1Q4VUJBMY78YR,Best,Yes,"Pope Shnouda III, asserted that the issues could be resolved peacefully without foreign interference, and that relations between the Christian and Moslem communities were good.
",1268,MT,"Pope Shnouda III, the Copts&apos; Patriarch, rejected this foreign interference in the affairs of the Copts of Egypt, stressing the solidarity between her Christians and Moslems by saying, &quot;We do not accept foreign interference in our internal affairs, which we are resolving quietly with officials in our country.&quot;",148743,TRUE
1Z7ZYG985SBRYJY46G0ZCWWZMHHHMYSJ4GZZ8XRZ,AK7YVYGMIF6T0,"",Yes,"Pope Shnouda III, asserted that the issues could be resolved peacefully without foreign interference, and that relations between the Christian and Moslem communities were good.
",1268,MT,"Pope Shnouda III, the Copts&apos; Patriarch, rejected this foreign interference in the affairs of the Copts of Egypt, stressing the solidarity between her Christians and Moslems by saying, &quot;We do not accept foreign interference in our internal affairs, which we are resolving quietly with officials in our country.&quot;",148743,TRUE
1Z7ZYG985SBRYJY46G0ZJZCZKEZP0WC6QTW4PA6Z,A11GX90QFWDLMM,"",Yes,"Mohammad Galal Abd Al-Kawi wrote the series, &quot;The Priest and the Sheikh,&quot; in retaliation to what he sees as Jewish propaganda of some Western media.
",1266,MT,"Mohammad Galal Abd Al-Kawi, author of the 15-episode series &quot;The Priest and the Sheikh&quot;, says in a conversation with Agence France Presse today, Sunday, that he wrote these episodes &quot;to respond to the biased campaigns in some Western media outlets, which are being directed by Jews, for the purpose of inciting subversion between Moslems and Copts.&quot;",148732,TRUE
1Z7ZYG985SBRYJY46G0ZFB06Q90WKXKZWVZ5TZZZ,A1Q4VUJBMY78YR,Well,No,"Mohammad Galal Abd Al-Kawi wrote the series, &quot;The Priest and the Sheikh,&quot; in retaliation to what he sees as Jewish propaganda of some Western media.
",1266,MT,"Mohammad Galal Abd Al-Kawi, author of the 15-episode series &quot;The Priest and the Sheikh&quot;, says in a conversation with Agence France Presse today, Sunday, that he wrote these episodes &quot;to respond to the biased campaigns in some Western media outlets, which are being directed by Jews, for the purpose of inciting subversion between Moslems and Copts.&quot;",148732,TRUE
1Z7ZYG985SBRYJY46G0ZCWWZMHHHMYSJ4GZZ8XRZ,AK7YVYGMIF6T0,"",Yes,"Mohammad Galal Abd Al-Kawi wrote the series, &quot;The Priest and the Sheikh,&quot; in retaliation to what he sees as Jewish propaganda of some Western media.
",1266,MT,"Mohammad Galal Abd Al-Kawi, author of the 15-episode series &quot;The Priest and the Sheikh&quot;, says in a conversation with Agence France Presse today, Sunday, that he wrote these episodes &quot;to respond to the biased campaigns in some Western media outlets, which are being directed by Jews, for the purpose of inciting subversion between Moslems and Copts.&quot;",148732,TRUE
1Z7ZYG985SBRYJY46G0ZJZCZKEZP0WC6QTW4PA6Z,A11GX90QFWDLMM,"",Yes,"Left the Secretary-General of the United Nations Kofi Anan evening Saturday Tripoli on his way to Tunisia after talks closed for one hour and a half hours with the Libyan leader Colonel Muammar Qaddafi in Western Sahara Libyan Arab Jamahiriya
",1348,MT,"United Nations Secretary-General, Kofi Anan, left Tripoli this evening, Saturday, heading to Tunisia following closed talks for one-and-a-half hours with the Libyan leader, Colonel Moammar Al Kaddafy, in the Libyan Desert.",148731,FALSE
1Z7ZYG985SBRYJY46G0ZFB06Q90WKXKZWVZ5TZZZ,A1Q4VUJBMY78YR,Bad,No,"Left the Secretary-General of the United Nations Kofi Anan evening Saturday Tripoli on his way to Tunisia after talks closed for one hour and a half hours with the Libyan leader Colonel Muammar Qaddafi in Western Sahara Libyan Arab Jamahiriya
",1348,MT,"United Nations Secretary-General, Kofi Anan, left Tripoli this evening, Saturday, heading to Tunisia following closed talks for one-and-a-half hours with the Libyan leader, Colonel Moammar Al Kaddafy, in the Libyan Desert.",148731,FALSE
1Z7ZYG985SBRYJY46G0ZCWWZMHHHMYSJ4GZZ8XRZ,AK7YVYGMIF6T0,"",Yes,"Left the Secretary-General of the United Nations Kofi Anan evening Saturday Tripoli on his way to Tunisia after talks closed for one hour and a half hours with the Libyan leader Colonel Muammar Qaddafi in Western Sahara Libyan Arab Jamahiriya
",1348,MT,"United Nations Secretary-General, Kofi Anan, left Tripoli this evening, Saturday, heading to Tunisia following closed talks for one-and-a-half hours with the Libyan leader, Colonel Moammar Al Kaddafy, in the Libyan Desert.",148731,FALSE
1Z7ZYG985SBRYJY46G0ZJZCZKEZP0WC6QTW4PA6Z,A11GX90QFWDLMM,"",No,"Arafat will devote his first international trip to France.
",1312,MT,"The plane will be prepared for President Arafat&apos;s flight to Paris on Wednesday, after he confirmed that he would allocate his first international trip, to France.",148742,TRUE
1Z7ZYG985SBRYJY46G0ZFB06Q90WKXKZWVZ5TZZZ,A1Q4VUJBMY78YR,Best,Yes,"Arafat will devote his first international trip to France.
",1312,MT,"The plane will be prepared for President Arafat&apos;s flight to Paris on Wednesday, after he confirmed that he would allocate his first international trip, to France.",148742,TRUE
1Z7ZYG985SBRYJY46G0ZCWWZMHHHMYSJ4GZZ8XRZ,AK7YVYGMIF6T0,"",Yes,"Arafat will devote his first international trip to France.
",1312,MT,"The plane will be prepared for President Arafat&apos;s flight to Paris on Wednesday, after he confirmed that he would allocate his first international trip, to France.",148742,TRUE
7TMZ6MSRGZJ8VFYBKZ9Z392MT5SDBYCZKP4MKWS0,A1Q4VUJBMY78YR,Good,Yes,"Independent candidates must spend $50,000 on their election campaigns.
",1308,MT,Newspapers said that every independent candidate spent between 200 thousand and 500 thousand dollars on his election campaign.,148719,FALSE
7TMZ6MSRGZJ8VFYBKZ9ZYVSZT2G9JB1TX6NVYKC0,A11GX90QFWDLMM,"",Yes,"Independent candidates must spend $50,000 on their election campaigns.
",1308,MT,Newspapers said that every independent candidate spent between 200 thousand and 500 thousand dollars on his election campaign.,148719,FALSE
7TMZ6MSRGZJ8VFYBKZ9Z392MT5SDBYCZKP4MKWS0,A1Q4VUJBMY78YR,Good,Yes,"Clinton said that he and Madeleine Albright would do all they could the help reach an agreement.
",1302,MT,"He gave assurances once again that he would work with his Secretary of State, Madeline Albright to &quot;do all they can&quot; to distance themselves from the proceedings.",148718,FALSE
7TMZ6MSRGZJ8VFYBKZ9ZYVSZT2G9JB1TX6NVYKC0,A11GX90QFWDLMM,"",Yes,"Clinton said that he and Madeleine Albright would do all they could the help reach an agreement.
",1302,MT,"He gave assurances once again that he would work with his Secretary of State, Madeline Albright to &quot;do all they can&quot; to distance themselves from the proceedings.",148718,FALSE
7TMZ6MSRGZJ8VFYBKZ9Z392MT5SDBYCZKP4MKWS0,A1Q4VUJBMY78YR,Good,No,"Latvia is defeated by Turkey.
",1896,IE,"Latvia, for instance, is the lowest-ranked team in the field but defeated World Cup semifinalist Turkey in a playoff to qualify for the final 16 of Euro 2004.",148532,FALSE
7TMZ6MSRGZJ8VFYBKZ9ZYVSZT2G9JB1TX6NVYKC0,A11GX90QFWDLMM,"",Yes,"Latvia is defeated by Turkey.
",1896,IE,"Latvia, for instance, is the lowest-ranked team in the field but defeated World Cup semifinalist Turkey in a playoff to qualify for the final 16 of Euro 2004.",148532,FALSE
7TMZ6MSRGZJ8VFYBKZ9Z392MT5SDBYCZKP4MKWS0,A1Q4VUJBMY78YR,Good,Yes,"The sources close to Tikrit my stressed in $YEAR that it broke as General Hussein Kamel Hassan smelting the Iraqi president and his brother Saddam which Frei to Jordan, but Tikrit my denied these reports on time
",1347,MT,"Sources close to Al-Takriti had confirmed in August 1995 that he dissented like Hussein Kamel Hassan, the Iraqi president&apos;s son-in-law, and his brother Saddam who fled to Jordan, but Barazan Al-Takriti denied these reports at the time.",148717,FALSE
7TMZ6MSRGZJ8VFYBKZ9ZYVSZT2G9JB1TX6NVYKC0,A11GX90QFWDLMM,"",Yes,"The sources close to Tikrit my stressed in $YEAR that it broke as General Hussein Kamel Hassan smelting the Iraqi president and his brother Saddam which Frei to Jordan, but Tikrit my denied these reports on time
",1347,MT,"Sources close to Al-Takriti had confirmed in August 1995 that he dissented like Hussein Kamel Hassan, the Iraqi president&apos;s son-in-law, and his brother Saddam who fled to Jordan, but Barazan Al-Takriti denied these reports at the time.",148717,FALSE
7TMZ6MSRGZJ8VFYBKZ9Z392MT5SDBYCZKP4MKWS0,A1Q4VUJBMY78YR,Bad,Yes,"The price to future of the gasoline lowered to 3.36 cents.
",2108,MT,U.S. gasoline futures fell 3.36 cents.,148727,FALSE
7TMZ6MSRGZJ8VFYBKZ9ZYVSZT2G9JB1TX6NVYKC0,A11GX90QFWDLMM,"",Yes,"The price to future of the gasoline lowered to 3.36 cents.
",2108,MT,U.S. gasoline futures fell 3.36 cents.,148727,FALSE
7TMZ6MSRGZJ8VFYBKZ9Z392MT5SDBYCZKP4MKWS0,A1Q4VUJBMY78YR,Good,Yes,"Flaha, the Deputy Chairman of the Chamber of Commerce in Damascus, said that Article 10 had greatly improved the economy.
",1253,MT,"The Deputy Chairman of the Chamber of Commerce in Damascus, Flaha, said that since Act No. 10 was approved in 1991, foreign investment has increased dramatically, bringing $600 million into the economy.",148716,TRUE
7TMZ6MSRGZJ8VFYBKZ9ZYVSZT2G9JB1TX6NVYKC0,A11GX90QFWDLMM,"",Yes,"Flaha, the Deputy Chairman of the Chamber of Commerce in Damascus, said that Article 10 had greatly improved the economy.
",1253,MT,"The Deputy Chairman of the Chamber of Commerce in Damascus, Flaha, said that since Act No. 10 was approved in 1991, foreign investment has increased dramatically, bringing $600 million into the economy.",148716,TRUE
7TMZ6MSRGZJ8VFYBKZ9Z392MT5SDBYCZKP4MKWS0,A1Q4VUJBMY78YR,Good,Yes,"A dozen armed men abducted the tourists in Yemen.
",1231,MT,"12 Britons, two American and two Australian tourists, who were taking a tour of Yemen, were kidnapped yesterday, at the hands of twenty armed men in the Abyan region.",148715,FALSE
7TMZ6MSRGZJ8VFYBKZ9ZYVSZT2G9JB1TX6NVYKC0,A11GX90QFWDLMM,"",Yes,"A dozen armed men abducted the tourists in Yemen.
",1231,MT,"12 Britons, two American and two Australian tourists, who were taking a tour of Yemen, were kidnapped yesterday, at the hands of twenty armed men in the Abyan region.",148715,FALSE
7TMZ6MSRGZJ8VFYBKZ9Z392MT5SDBYCZKP4MKWS0,A1Q4VUJBMY78YR,Bad,Yes,"Indicated that President Arafat stressed its insistence on the comprehensive agreement and that Clinton its promise to additional efforts of for overcoming obstacles impede such agreement is
",1332,MT,They explained that President Arafat affirmed his determination to reach a comprehensive agreement and that Clinton promised him to make additional efforts in order to overcome the obstacles that hinder such an agreement.,148726,FALSE
7TMZ6MSRGZJ8VFYBKZ9ZYVSZT2G9JB1TX6NVYKC0,A11GX90QFWDLMM,"",Yes,"Indicated that President Arafat stressed its insistence on the comprehensive agreement and that Clinton its promise to additional efforts of for overcoming obstacles impede such agreement is
",1332,MT,They explained that President Arafat affirmed his determination to reach a comprehensive agreement and that Clinton promised him to make additional efforts in order to overcome the obstacles that hinder such an agreement.,148726,FALSE
7TMZ6MSRGZJ8VFYBKZ9Z392MT5SDBYCZKP4MKWS0,A1Q4VUJBMY78YR,Good,Yes,"A stampede occurred when the flames spread.
",1291,MT,"Speaking to &quot;TV 4&quot; news, witness Jamal Fawwaz said that a stampede occurred when everybody fled the dance floor to the exits after the overhead lights had caught fire and fallen to the ground, causing the flames to spread.",148714,TRUE
7TMZ6MSRGZJ8VFYBKZ9ZYVSZT2G9JB1TX6NVYKC0,A11GX90QFWDLMM,"",Yes,"A stampede occurred when the flames spread.
",1291,MT,"Speaking to &quot;TV 4&quot; news, witness Jamal Fawwaz said that a stampede occurred when everybody fled the dance floor to the exits after the overhead lights had caught fire and fallen to the ground, causing the flames to spread.",148714,TRUE
7TMZ6MSRGZJ8VFYBKZ9Z392MT5SDBYCZKP4MKWS0,A1Q4VUJBMY78YR,Good,Yes,"Voting started on Monday at 14:00, and the counting started as soon as the booths closed.
",1249,MT,"The process of counting the votes of the Syrian election has begun already. Voting opened yesterday, Monday, (at 00,14 local time 00,12 GMT )",148725,FALSE
7TMZ6MSRGZJ8VFYBKZ9ZYVSZT2G9JB1TX6NVYKC0,A11GX90QFWDLMM,"",Yes,"Voting started on Monday at 14:00, and the counting started as soon as the booths closed.
",1249,MT,"The process of counting the votes of the Syrian election has begun already. Voting opened yesterday, Monday, (at 00,14 local time 00,12 GMT )",148725,FALSE
7TMZ6MSRGZJ8VFYBKZ9Z392MT5SDBYCZKP4MKWS0,A1Q4VUJBMY78YR,Good,Yes,"Ramadan said that Iraq would cooperate when the UN considers lifting the embargo.
",1168,MT,"Ramadan told reporters in Baghdad that &quot;Iraq cannot deal positively with whoever represents the Security Council, unless there was a clear stance on the issue of lifting the blockade.",148713,TRUE
7TMZ6MSRGZJ8VFYBKZ9ZYVSZT2G9JB1TX6NVYKC0,A11GX90QFWDLMM,"",Yes,"Ramadan said that Iraq would cooperate when the UN considers lifting the embargo.
",1168,MT,"Ramadan told reporters in Baghdad that &quot;Iraq cannot deal positively with whoever represents the Security Council, unless there was a clear stance on the issue of lifting the blockade.",148713,TRUE
7TMZ6MSRGZJ8VFYBKZ9Z392MT5SDBYCZKP4MKWS0,A1Q4VUJBMY78YR,Good,Yes,"The Jordinian monarch sent a letter to Prince El Hassan, saying that doctors were satisfied with his results, and that he could go home until March.
",1258,MT,"Prince Hassan disclosed the content of a letter he had received from the Jordanian monarch in which the latter affirms that &quot;the doctors at the Mayo Clinic and their colleagues in the United States are relieved by the test results, which conclude our stay here until a later date in the third month of next year, God willing.",148724,TRUE
7TMZ6MSRGZJ8VFYBKZ9ZYVSZT2G9JB1TX6NVYKC0,A11GX90QFWDLMM,"",Yes,"The Jordinian monarch sent a letter to Prince El Hassan, saying that doctors were satisfied with his results, and that he could go home until March.
",1258,MT,"Prince Hassan disclosed the content of a letter he had received from the Jordanian monarch in which the latter affirms that &quot;the doctors at the Mayo Clinic and their colleagues in the United States are relieved by the test results, which conclude our stay here until a later date in the third month of next year, God willing.",148724,TRUE
7TMZ6MSRGZJ8VFYBKZ9Z392MT5SDBYCZKP4MKWS0,A1Q4VUJBMY78YR,Good,Yes,"Appointed survivors the newly former adviser at the Ministry of Information Ambassador to Vienna and the representatives of Iraq to the the IAEA
",1327,MT,"Naji Al-Hudaithi, the former advisor at the Ministry of Information, was appointed Ambassador to Vienna and Iraq&apos;s Representative to the International Atomic Energy Agency.",148712,FALSE
